t,bavg,bx_gsm,by_gsm,bz_gsm,speed,proton_density,temperature,pdyn,sym-h,file_name
2015-06-22 00:00:00+00:00,11.67,-8.41,7.41,3.22,342.3,12.57,55362.0,2.95,12,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:01:00+00:00,11.36,-8.16,7.52,2.37,342.3,12.69,56763.0,2.97,13,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:02:00+00:00,11.53,-8.16,7.97,1.61,340.9,13.62,67411.0,3.17,12,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:03:00+00:00,11.75,-8.62,7.8,1.64,341.8,13.11,64108.0,3.06,12,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:04:00+00:00,11.67,-9.22,7.09,0.61,341.8,12.88,62660.0,3.01,13,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:05:00+00:00,11.6,-9.24,6.94,0.6,337.4,11.97,58170.0,2.73,12,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:06:00+00:00,11.57,-9.28,6.81,0.74,341.7,12.83,59255.0,3.0,12,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:07:00+00:00,11.51,-9.15,6.85,0.97,340.2,13.15,68351.0,3.04,13,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:08:00+00:00,11.71,-9.14,7.21,0.8,337.9,12.74,68149.0,2.91,13,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:09:00+00:00,11.65,-9.12,7.02,-0.53,341.8,12.72,67388.0,2.97,12,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:10:00+00:00,11.58,-9.51,6.37,-1.58,342.3,12.72,67289.0,2.98,13,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:11:00+00:00,11.51,-10.47,4.7,-0.22,,,,,13,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:12:00+00:00,11.19,-7.27,6.92,-4.89,,,,,14,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:13:00+00:00,11.12,-6.75,7.4,-4.83,,,,,14,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:14:00+00:00,11.13,-6.31,7.6,-5.14,331.7,14.21,74749.0,3.13,15,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:15:00+00:00,11.09,-6.6,7.22,-5.25,331.7,14.21,74749.0,3.13,15,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:16:00+00:00,11.09,-6.61,7.19,-5.26,331.7,14.21,74749.0,3.13,15,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:17:00+00:00,11.02,-6.63,7.02,-5.3,,,,,16,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:18:00+00:00,10.93,-7.56,6.27,-4.76,,,,,16,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:19:00+00:00,10.85,-7.8,5.51,-5.11,,,,,15,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:20:00+00:00,10.97,-8.14,5.43,-4.38,,,,,17,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:21:00+00:00,11.06,-5.86,8.75,3.12,,,,,16,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:22:00+00:00,10.92,-6.48,8.53,2.09,329.8,14.82,91832.0,3.22,16,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:23:00+00:00,10.92,-6.97,8.11,2.0,329.9,14.75,90702.0,3.21,18,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:24:00+00:00,11.0,-6.87,7.84,3.47,330.8,14.32,84988.0,3.13,17,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:25:00+00:00,11.01,-6.55,8.15,3.26,330.9,14.31,85074.0,3.13,18,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:26:00+00:00,11.1,-6.31,8.8,1.51,329.6,15.19,90096.0,3.3,18,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:27:00+00:00,11.24,-5.84,9.3,0.78,329.5,14.98,89246.0,3.25,18,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:28:00+00:00,11.46,-5.29,10.07,-1.18,328.2,12.37,78539.0,2.66,19,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:29:00+00:00,11.18,-6.19,9.12,-1.34,328.5,14.4,81871.0,3.11,20,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:30:00+00:00,11.54,-7.82,8.44,0.55,331.3,13.92,80341.0,3.06,20,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:31:00+00:00,11.55,-7.93,8.31,0.79,334.4,13.06,78473.0,2.92,21,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:32:00+00:00,11.66,-7.84,8.61,-0.74,334.5,13.41,75517.0,3.0,21,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:33:00+00:00,11.67,-7.61,8.69,-1.41,336.1,13.96,72300.0,3.15,21,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:34:00+00:00,11.58,-7.19,8.89,-1.6,335.8,13.81,73343.0,3.11,21,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:35:00+00:00,11.58,-6.96,8.98,-2.17,335.7,13.36,78341.0,3.01,20,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:36:00+00:00,11.39,-7.66,6.8,1.88,336.5,11.95,93185.0,2.71,20,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:37:00+00:00,11.29,-8.29,5.94,4.84,337.3,11.96,90649.0,2.72,19,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:38:00+00:00,11.32,-8.44,6.01,4.53,,,,,18,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:39:00+00:00,11.42,-8.19,5.46,5.74,339.3,12.41,88469.0,2.86,18,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:40:00+00:00,11.31,-7.65,3.55,7.51,340.3,12.22,86381.0,2.83,18,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:41:00+00:00,11.39,-7.84,2.77,7.76,343.7,11.56,79238.0,2.73,18,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:42:00+00:00,11.44,-7.54,2.1,8.34,343.3,11.41,84944.0,2.69,18,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:43:00+00:00,11.43,-7.84,1.99,8.03,342.6,11.17,93727.0,2.62,18,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:44:00+00:00,11.29,-7.32,1.41,8.39,344.4,11.08,95386.0,2.63,18,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:45:00+00:00,11.06,-6.61,2.67,8.38,346.9,10.9,99393.0,2.62,17,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:46:00+00:00,10.92,-7.37,4.84,5.28,349.1,10.7,104170.0,2.61,18,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:47:00+00:00,11.04,-8.8,6.26,1.78,,,,,18,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:48:00+00:00,11.06,-6.97,7.83,-1.41,,,,,18,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:49:00+00:00,11.04,-6.37,8.37,-3.24,,,,,18,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:50:00+00:00,11.13,-5.99,8.2,-4.51,,,,,19,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:51:00+00:00,11.03,-6.56,8.0,-1.47,,,,,19,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:52:00+00:00,10.84,-6.78,7.65,3.44,,,,,19,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:53:00+00:00,11.29,-5.86,3.98,8.78,356.9,9.18,77973.0,2.34,18,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:54:00+00:00,11.29,-6.68,5.0,6.92,352.3,9.41,75280.0,2.34,18,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:55:00+00:00,11.32,-5.62,3.24,9.18,348.4,9.61,72967.0,2.33,18,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:56:00+00:00,11.32,-6.3,4.26,7.94,354.8,9.76,83542.0,2.46,18,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:57:00+00:00,11.4,-6.47,6.63,6.39,354.8,9.76,83550.0,2.46,18,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:58:00+00:00,11.59,-5.48,6.28,7.97,358.3,10.72,91475.0,2.75,18,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 00:59:00+00:00,11.48,-5.02,5.92,8.38,360.1,11.15,102477.0,2.89,18,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:00:00+00:00,11.63,-6.27,6.93,6.87,360.7,11.28,106214.0,2.94,19,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:01:00+00:00,11.55,-5.89,6.42,7.57,354.3,10.04,78757.0,2.52,19,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:02:00+00:00,11.51,-5.62,6.2,7.88,354.3,10.04,78757.0,2.52,19,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:03:00+00:00,11.28,-6.16,6.22,7.05,352.1,10.63,92074.0,2.64,17,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:04:00+00:00,11.27,-6.72,6.31,6.45,351.4,10.81,96220.0,2.67,19,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:05:00+00:00,11.22,-6.55,6.14,6.62,352.3,11.05,82431.0,2.74,19,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:06:00+00:00,11.18,-7.61,6.1,5.44,349.0,11.2,89440.0,2.73,19,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:07:00+00:00,11.17,-8.06,6.05,4.75,347.1,11.59,91208.0,2.79,19,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:08:00+00:00,11.17,-7.56,6.42,5.1,346.5,11.92,90563.0,2.86,19,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:09:00+00:00,11.17,-6.54,6.63,6.07,355.1,11.1,82903.0,2.8,19,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:10:00+00:00,11.19,-6.24,6.87,6.21,354.0,10.84,80680.0,2.72,19,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:11:00+00:00,11.15,-4.91,7.06,7.07,351.4,10.9,81150.0,2.69,20,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:12:00+00:00,11.15,-4.01,7.25,7.38,360.2,10.16,72052.0,2.64,19,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:13:00+00:00,11.11,-3.85,7.53,7.18,360.3,10.17,72876.0,2.64,19,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:14:00+00:00,11.12,-5.2,6.99,6.87,361.1,10.21,77063.0,2.66,19,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:15:00+00:00,11.16,-5.88,6.72,6.68,361.1,10.21,77063.0,2.66,19,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:16:00+00:00,11.16,-5.9,6.71,6.7,355.4,11.35,90751.0,2.87,19,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:17:00+00:00,11.09,-5.73,6.62,6.79,355.4,11.35,90751.0,2.87,19,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:18:00+00:00,11.08,-6.46,6.25,6.47,355.4,11.35,90751.0,2.87,19,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:19:00+00:00,11.08,-6.97,6.02,6.15,347.5,9.88,68465.0,2.39,20,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:20:00+00:00,11.06,-7.17,6.12,5.68,348.0,9.96,70050.0,2.41,19,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:21:00+00:00,11.04,-5.4,7.42,5.86,352.9,10.83,86922.0,2.7,20,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:22:00+00:00,11.09,-5.9,7.38,5.47,354.3,11.08,91785.0,2.78,20,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:23:00+00:00,11.2,-7.11,5.86,6.33,347.8,10.26,64179.0,2.48,20,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:24:00+00:00,11.23,-7.29,5.8,6.24,347.8,10.26,64179.0,2.48,20,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:25:00+00:00,11.25,-7.63,5.57,6.08,347.8,10.26,64179.0,2.48,21,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:26:00+00:00,11.23,-7.31,5.47,6.5,345.3,11.23,92159.0,2.68,21,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:27:00+00:00,11.07,-6.65,6.55,5.94,346.6,10.93,80458.0,2.63,21,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:28:00+00:00,11.07,-5.8,7.94,5.06,347.7,10.77,74135.0,2.6,21,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:29:00+00:00,11.11,-6.73,6.71,5.67,351.0,11.08,85897.0,2.73,22,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:30:00+00:00,11.07,-7.13,5.76,6.18,347.3,10.97,76305.0,2.65,21,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:31:00+00:00,10.97,-6.69,7.11,4.96,346.4,10.94,74028.0,2.63,22,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:32:00+00:00,10.98,-6.77,7.41,4.45,344.3,11.17,78452.0,2.65,22,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:33:00+00:00,10.96,-6.32,7.82,4.28,344.8,11.21,79244.0,2.67,22,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:34:00+00:00,10.99,-6.05,8.11,3.55,348.5,11.5,85442.0,2.79,22,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:35:00+00:00,10.89,-6.7,6.53,5.53,346.7,11.31,81522.0,2.72,22,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:36:00+00:00,10.92,-6.78,6.89,5.08,344.9,11.11,77496.0,2.64,23,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:37:00+00:00,10.81,-6.53,7.56,4.09,344.1,11.15,77318.0,2.64,22,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:38:00+00:00,10.76,-6.65,7.18,4.44,343.9,11.17,77310.0,2.64,23,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:39:00+00:00,10.72,-6.78,7.23,4.06,343.4,11.53,78103.0,2.72,23,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:40:00+00:00,10.7,-6.93,7.01,4.14,342.8,11.78,82212.0,2.77,23,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:41:00+00:00,10.67,-7.68,6.16,4.07,342.3,12.03,86171.0,2.82,24,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:42:00+00:00,10.68,-7.45,6.65,3.76,342.3,12.03,86171.0,2.82,24,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:43:00+00:00,10.66,-7.87,6.38,3.27,337.3,11.81,91173.0,2.69,24,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:44:00+00:00,10.64,-7.34,6.79,3.62,337.3,11.81,91173.0,2.69,24,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:45:00+00:00,10.64,-7.99,6.21,3.27,338.1,11.84,93014.0,2.71,24,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:46:00+00:00,10.65,-8.02,6.23,3.2,338.1,11.84,93014.0,2.71,25,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:47:00+00:00,10.63,-8.16,5.87,3.45,337.5,11.81,93531.0,2.69,25,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:48:00+00:00,10.64,-8.01,6.24,3.15,336.5,11.83,94816.0,2.68,25,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:49:00+00:00,10.62,-7.79,6.76,2.51,337.3,12.16,96037.0,2.77,25,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:50:00+00:00,10.68,-7.1,7.27,2.95,340.0,11.57,87619.0,2.67,25,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:51:00+00:00,10.56,-6.43,7.11,4.36,341.8,11.16,81921.0,2.61,26,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:52:00+00:00,10.56,-6.69,7.12,4.0,342.3,10.75,73849.0,2.52,26,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:53:00+00:00,10.57,-6.07,7.29,4.6,345.2,10.75,75346.0,2.56,26,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:54:00+00:00,10.45,-6.52,6.87,4.26,344.7,10.63,75516.0,2.53,26,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:55:00+00:00,10.37,-6.5,7.16,3.7,343.7,10.39,75852.0,2.45,26,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:56:00+00:00,10.41,-6.89,6.62,4.11,345.2,10.15,72052.0,2.42,26,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:57:00+00:00,10.63,-7.09,6.47,4.48,342.8,10.18,74309.0,2.39,27,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:58:00+00:00,10.6,-6.65,6.43,5.14,338.5,10.24,78334.0,2.35,26,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 01:59:00+00:00,10.47,-6.57,6.8,4.49,342.7,10.48,80887.0,2.46,27,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 02:00:00+00:00,10.5,-6.22,6.67,5.13,342.8,10.49,80955.0,2.47,27,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 02:01:00+00:00,10.61,-5.83,5.96,6.49,343.1,11.23,87362.0,2.64,27,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 02:02:00+00:00,10.41,-6.81,6.17,4.66,343.1,11.23,87353.0,2.64,27,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 02:03:00+00:00,10.35,-7.26,5.76,4.6,339.9,10.3,77205.0,2.38,26,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 02:04:00+00:00,10.3,-7.44,5.8,4.09,339.5,10.35,78225.0,2.39,27,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 02:05:00+00:00,10.26,-7.57,5.46,4.26,337.2,10.75,85033.0,2.44,27,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 02:06:00+00:00,10.28,-7.5,5.4,4.48,337.2,10.75,85039.0,2.44,27,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 02:07:00+00:00,10.25,-7.49,5.41,4.42,338.8,10.85,85311.0,2.49,28,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 02:08:00+00:00,10.21,-7.36,5.3,4.65,339.4,10.75,82413.0,2.48,28,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 02:09:00+00:00,10.23,-7.7,5.31,4.1,340.5,10.6,79870.0,2.46,28,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
