t,bavg,bx_gsm,by_gsm,bz_gsm,speed,proton_density,temperature,pdyn,sym-h,file_name
2015-06-22 14:12:00+00:00,12.02,-2.81,-6.9,-9.42,430.0,13.47,197324.0,4.98,41,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:13:00+00:00,11.71,-2.34,-5.28,-10.16,437.3,14.09,200655.0,5.39,41,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:14:00+00:00,11.81,-1.96,-4.83,-10.47,437.6,14.33,206169.0,5.49,40,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:15:00+00:00,11.48,-1.56,-2.8,-10.92,439.0,15.29,228380.0,5.89,39,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:16:00+00:00,11.49,-0.23,-1.32,-11.34,439.0,15.29,228380.0,5.89,39,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:17:00+00:00,11.99,-1.85,-4.38,-11.01,,,,,39,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:18:00+00:00,12.03,-2.73,-4.37,-10.82,435.7,15.64,235374.0,5.94,38,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:19:00+00:00,11.85,-3.04,-3.43,-10.81,433.7,14.87,220237.0,5.59,36,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:20:00+00:00,12.84,3.07,-8.28,-9.1,432.0,15.58,218545.0,5.82,37,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:21:00+00:00,12.43,4.23,-7.82,-8.32,446.6,13.98,224240.0,5.58,37,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:22:00+00:00,12.27,4.18,-7.43,-8.61,457.5,14.41,224056.0,6.03,36,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:23:00+00:00,12.36,-0.3,-9.13,-8.24,464.0,14.77,223794.0,6.36,35,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:24:00+00:00,12.17,2.42,-7.76,-9.04,,,,,34,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:25:00+00:00,11.98,2.33,-7.65,-8.91,445.9,13.38,236934.0,5.32,32,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:26:00+00:00,11.88,2.75,-7.28,-8.96,445.9,13.38,236934.0,5.32,32,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:27:00+00:00,11.88,0.77,-8.02,-8.58,445.9,13.38,236934.0,5.32,31,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:28:00+00:00,11.6,-0.1,-8.42,-7.88,,,,,27,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:29:00+00:00,11.79,1.15,-8.32,-8.17,433.4,14.96,230466.0,5.62,27,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:30:00+00:00,12.33,1.72,-9.57,-7.55,433.4,14.96,230466.0,5.62,25,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:31:00+00:00,,,,,,,,,25,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:32:00+00:00,,,,,,,,,23,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:33:00+00:00,,,,,,,,,22,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:34:00+00:00,11.56,-2.11,-7.85,-8.18,,,,,22,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:35:00+00:00,10.58,-0.84,-8.0,-5.81,430.9,13.73,207259.0,5.1,20,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:36:00+00:00,10.12,-1.34,-5.16,-4.87,434.6,12.98,176770.0,4.9,20,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:37:00+00:00,8.42,-2.73,7.44,1.4,436.5,12.6,161710.0,4.8,17,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:38:00+00:00,8.23,-4.21,6.98,0.81,423.2,16.06,273534.0,5.75,16,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:39:00+00:00,8.22,-3.97,7.12,0.52,423.2,16.06,273534.0,5.75,17,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:40:00+00:00,8.7,-4.26,7.43,0.27,423.2,16.06,273534.0,5.75,17,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:41:00+00:00,8.55,-3.75,4.44,-5.88,425.2,15.86,269115.0,5.73,15,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:42:00+00:00,9.22,-4.94,1.71,-7.44,425.3,15.72,269852.0,5.69,14,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:43:00+00:00,8.8,-5.07,0.91,-7.03,,,,,12,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:44:00+00:00,9.2,-4.31,2.08,-7.82,,,,,10,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:45:00+00:00,8.87,0.08,8.47,2.61,,,,,9,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:46:00+00:00,9.16,0.35,8.11,3.65,,,,,15,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:47:00+00:00,9.43,-2.84,8.84,-1.05,,,,,18,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:48:00+00:00,9.41,-4.01,8.4,-0.77,,,,,21,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:49:00+00:00,9.37,-2.98,8.62,-1.3,,,,,25,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:50:00+00:00,9.47,-2.86,8.78,-0.81,434.7,15.57,240811.0,5.88,29,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:51:00+00:00,9.4,-3.5,8.3,-2.28,434.7,15.57,240811.0,5.88,31,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:52:00+00:00,9.33,-5.33,6.4,-3.76,428.8,14.17,257188.0,5.21,33,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:53:00+00:00,9.63,-5.88,5.14,-5.53,428.8,14.17,257188.0,5.21,36,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:54:00+00:00,,,,,,,,,37,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:55:00+00:00,,,,,,,,,39,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:56:00+00:00,9.96,-5.89,4.5,-6.56,,,,,39,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:57:00+00:00,9.9,-6.17,3.11,-6.97,418.8,13.57,229347.0,4.76,40,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:58:00+00:00,9.58,-4.91,1.54,-8.01,418.8,13.57,229347.0,4.76,42,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 14:59:00+00:00,9.66,-6.53,2.6,-6.35,421.4,13.08,186288.0,4.65,42,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:00:00+00:00,9.63,-5.6,2.43,-7.37,421.7,14.31,229559.0,5.09,43,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:01:00+00:00,9.94,-6.45,1.95,-7.28,421.9,15.0,253964.0,5.34,47,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:02:00+00:00,9.81,-6.69,2.56,-6.11,418.5,12.66,209750.0,4.43,48,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:03:00+00:00,10.35,-3.79,0.18,-7.85,418.7,12.69,210821.0,4.45,47,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:04:00+00:00,10.9,-2.25,-2.4,-10.35,437.7,13.65,192312.0,5.23,47,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:05:00+00:00,11.17,-3.44,-1.99,-10.43,437.7,13.65,192312.0,5.23,46,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:06:00+00:00,10.9,-1.28,-2.14,-10.49,438.3,13.34,175530.0,5.13,46,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:07:00+00:00,10.87,-1.91,-1.98,-10.39,434.1,13.08,168623.0,4.93,46,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:08:00+00:00,10.65,-1.67,-1.01,-10.35,430.4,12.88,163308.0,4.77,45,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:09:00+00:00,11.01,-1.18,-1.9,-10.55,431.2,12.62,187903.0,4.69,43,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:10:00+00:00,11.45,1.01,-3.04,-10.99,431.7,12.63,187838.0,4.71,42,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:11:00+00:00,11.45,1.01,-3.03,-10.99,445.3,12.84,185854.0,5.09,39,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:12:00+00:00,11.52,0.88,-2.94,-11.1,445.6,12.84,185818.0,5.1,35,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:13:00+00:00,11.52,0.88,-2.93,-11.1,,,,,33,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:14:00+00:00,11.29,0.37,-2.43,-10.96,,,,,31,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:15:00+00:00,,,,,,,,,28,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:16:00+00:00,10.73,-0.6,-2.43,-10.38,,,,,25,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:17:00+00:00,10.98,-1.52,-1.41,-10.77,,,,,23,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:18:00+00:00,11.01,-1.77,-1.27,-10.79,,,,,21,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:19:00+00:00,11.25,-0.7,-1.74,-11.05,436.2,14.37,237691.0,5.47,19,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:20:00+00:00,11.23,-0.4,-1.56,-11.05,436.2,14.37,237691.0,5.47,15,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:21:00+00:00,11.07,0.08,-0.89,-10.98,436.4,13.46,192703.0,5.13,12,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:22:00+00:00,11.45,-0.42,-2.7,-11.08,436.5,13.22,178583.0,5.04,11,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:23:00+00:00,11.73,-0.94,-2.79,-11.35,436.5,13.95,205915.0,5.32,11,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:24:00+00:00,11.78,-0.25,-2.82,-11.36,437.4,14.58,245856.0,5.58,12,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:25:00+00:00,11.51,1.51,-1.57,-11.24,437.5,14.63,248927.0,5.6,13,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:26:00+00:00,11.29,0.51,-2.17,-11.01,443.1,13.46,201503.0,5.29,12,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:27:00+00:00,11.37,-0.78,-2.74,-10.99,443.3,13.43,200237.0,5.28,13,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:28:00+00:00,11.42,-1.46,-3.41,-9.79,436.9,15.98,298571.0,6.1,12,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:29:00+00:00,11.39,-5.99,-6.71,-6.91,427.3,13.83,219285.0,5.05,11,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:30:00+00:00,11.02,-6.23,-7.11,-5.63,422.8,12.79,183345.0,4.57,10,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:31:00+00:00,10.66,-6.02,-6.51,-5.9,422.8,12.39,199055.0,4.43,9,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:32:00+00:00,10.69,-5.05,-5.08,-7.93,423.0,12.38,199037.0,4.43,9,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:33:00+00:00,10.53,-4.62,-5.01,-8.0,426.1,12.21,198778.0,4.43,9,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:34:00+00:00,10.29,-4.55,-5.34,-7.54,426.1,12.21,198778.0,4.43,10,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:35:00+00:00,10.21,-4.55,-5.72,-7.1,424.5,12.93,188586.0,4.66,10,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:36:00+00:00,10.92,-2.35,-5.08,-9.18,427.1,12.15,163817.0,4.43,10,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:37:00+00:00,10.93,-2.81,-5.41,-8.83,426.7,12.9,190106.0,4.7,11,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:38:00+00:00,10.59,-4.49,-6.23,-7.17,423.9,13.94,231125.0,5.01,10,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:39:00+00:00,11.11,-2.97,-7.08,-8.04,,,,,11,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:40:00+00:00,11.08,-2.5,-7.55,-7.68,,,,,12,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:41:00+00:00,11.09,-2.47,-8.14,-7.1,,,,,12,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:42:00+00:00,11.05,-2.9,-7.24,-7.81,430.8,12.18,185483.0,4.52,12,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:43:00+00:00,11.04,-2.67,-7.78,-7.28,430.8,12.18,185468.0,4.52,12,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:44:00+00:00,10.97,-2.28,-7.08,-8.05,430.8,11.91,171358.0,4.42,12,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:45:00+00:00,10.91,-2.45,-6.5,-8.4,431.1,11.96,170551.0,4.45,14,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:46:00+00:00,10.83,-2.96,-6.54,-8.1,431.9,12.1,168473.0,4.51,16,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:47:00+00:00,10.81,-2.93,-7.35,-7.35,430.3,12.59,180435.0,4.66,16,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:48:00+00:00,10.71,-2.87,-7.73,-6.8,430.2,12.63,181286.0,4.67,15,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:49:00+00:00,10.93,-2.97,-7.42,-7.43,430.3,12.15,151311.0,4.5,14,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:50:00+00:00,10.88,-2.8,-7.38,-7.47,430.3,12.15,151311.0,4.5,14,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:51:00+00:00,10.63,-2.62,-7.46,-6.8,431.6,12.9,201352.0,4.81,13,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:52:00+00:00,10.45,-2.66,-7.98,-5.97,431.0,12.57,188286.0,4.67,13,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:53:00+00:00,10.42,-1.1,-6.97,-7.61,436.8,12.67,192581.0,4.83,13,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:54:00+00:00,10.64,-3.17,-7.76,-6.47,441.5,12.85,199750.0,5.01,13,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:55:00+00:00,10.69,-2.86,-7.58,-6.92,,,,,13,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:56:00+00:00,,,,,,,,,15,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:57:00+00:00,10.16,-2.75,-7.82,-5.77,,,,,14,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:58:00+00:00,10.01,-3.04,-6.84,-6.55,,,,,15,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 15:59:00+00:00,10.09,-1.12,-6.21,-7.8,436.4,12.53,175830.0,4.77,15,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 16:00:00+00:00,9.78,-1.79,-5.75,-7.61,436.4,12.53,175832.0,4.77,16,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 16:01:00+00:00,9.45,-1.61,-6.75,-5.9,437.6,12.86,178301.0,4.93,17,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 16:02:00+00:00,9.46,-2.68,-8.29,-0.92,433.8,12.55,154395.0,4.72,18,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 16:03:00+00:00,9.56,-4.91,-7.93,-1.44,433.1,12.06,156215.0,4.52,20,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 16:04:00+00:00,9.4,-5.52,-6.45,-3.08,427.2,13.47,196567.0,4.92,21,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 16:05:00+00:00,9.48,-6.86,-5.65,-2.3,424.9,13.67,204567.0,4.94,22,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 16:06:00+00:00,9.59,-5.28,-7.67,-2.2,425.1,13.77,206165.0,4.98,24,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 16:07:00+00:00,10.05,-5.28,-8.34,-1.71,,,,,26,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 16:08:00+00:00,10.11,-4.86,-8.44,-2.65,,,,,27,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 16:09:00+00:00,10.13,-4.99,-8.58,-1.99,,,,,28,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 16:10:00+00:00,10.19,-3.01,-8.74,-4.31,,,,,29,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 16:11:00+00:00,10.05,-3.11,-8.81,-3.69,,,,,30,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 16:12:00+00:00,9.89,-3.78,-8.39,-2.64,436.3,13.02,182946.0,4.96,33,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 16:13:00+00:00,9.79,-2.92,-9.14,0.19,436.3,13.02,182946.0,4.96,34,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 16:14:00+00:00,9.72,-2.34,-9.35,0.61,439.3,13.65,207507.0,5.27,34,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 16:15:00+00:00,9.69,-1.98,-9.32,1.41,439.6,13.71,210030.0,5.3,34,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 16:16:00+00:00,9.85,-2.5,-9.47,0.68,439.6,13.71,210030.0,5.3,38,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 16:17:00+00:00,9.96,-2.82,-9.48,0.97,439.3,13.19,187364.0,5.09,39,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 16:18:00+00:00,10.11,-3.35,-9.46,1.01,439.3,13.19,187364.0,5.09,41,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 16:19:00+00:00,10.08,-3.31,-9.42,0.08,436.8,13.42,186624.0,5.12,40,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 16:20:00+00:00,9.95,-2.83,-9.49,0.72,436.8,13.42,186611.0,5.12,39,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 16:21:00+00:00,10.12,-3.0,-9.4,1.65,438.2,12.98,180127.0,4.98,41,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 16:22:00+00:00,9.77,-1.67,-7.7,5.15,442.4,13.5,185143.0,5.28,44,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
2015-06-22 16:23:00+00:00,9.99,-1.84,-5.1,8.19,443.5,13.63,186422.0,5.36,43,/home/parvathy/REPOSITORY/verb4d_py/.test/omni_high_res/OMNI_HIGH_RES_1min_2015.csv
